Title,genres,director,actors
love wedding repeat,"['Comedy', 'Romance']",['Dean Craig '],"['Olivia Munn', 'Sam Claflin', 'Freida Pinto']"
the main event,"['Family', 'Comedy']",['Jay Karas '],"['Seth Carr', 'Tichina Arnold', 'Ken Marino']"
we summon the darkness,"['Horror', 'Thriller']",['Marc Meyers '],"['Alexandra Daddario', 'Keean Johnson', 'Logan Miller']"
the lost husband,"['Drama', 'Romance']",['Vicky Wight '],"['Leslie Bibb', 'Josh Duhamel', 'Nora Dunn']"
corona zombies,"['Horror', 'Comedy']",['Charles Band '],"['Cody Renee Cameron', 'Russell Coker', 'Robin Sydney']"
skin: the movie,['Documentary'],['Ronn Kilby '],"['Mark Christopher Lawrence', 'Diane Sargent', 'Michelle Way']"
sergio,['Drama'],['Greg Barker '],"['Wagner Moura', 'Ana de Armas', 'Garret Dillahunt']"
the willoughbys,"['Animation', 'Comedy', 'Family']",['Kris Pearn '],"['Will Forte', 'Maya Rudolph', 'Alessia Cara']"
extraction,"['Action', 'Thriller']",['Sam Hargrave '],"['Chris Hemsworth', 'Rudhraksh Jaiswal', 'Randeep Hooda']"
braking for whales,"['Drama', 'Comedy']",['Sean McEwen '],"['Tom Felton', 'Tammin Sursok', 'Wendi McLendon-Covey']"
bad education,"['Drama', 'Crime', 'History']",['Cory Finley '],"['Hugh Jackman', 'Allison Janney', 'Geraldine Viswanathan']"
dangerous lies,['Thriller'],['Michael Scott '],"['Camila Mendes', 'Jessie T. Usher', 'Jamie Chung']"
all day and a night,['Drama'],['Joe Robert Cole '],"['Ashton Sanders', 'Jeffrey Wright', 'Yahya Abdul-Mateen II']"
the wretched,"['Horror', 'Mystery', 'Thriller']",['The Pierce Brothers '],"['John-Paul Howard', 'Piper Curda', 'Zarah Mahler']"
the half of it,"['Comedy', 'Romance', 'Drama']",['Alice Wu '],"['Leah Lewis', 'Daniel Diemer', 'Alexxis Lemire']"
arkansas,"['Crime', 'Thriller']",['Clark Duke '],"['Liam Hemsworth', 'Clark Duke', 'Michael Kenneth Williams']"
valley girl,"['Comedy', 'Romance']",['Rachel Lee Goldenberg '],"['Jessica Rothe', 'Josh Whitehouse', 'Mae Whitman']"
capone,"['Crime', 'Drama']",['Josh Trank '],"['Tom Hardy', 'Linda Cardellini', 'Jack Lowden']"
the wrong missy,"['Comedy', 'Romance']",['Tyler Spindel '],"['David Spade', 'Lauren Lapkus', 'Geoff Pierson']"
scoob!,"['Animation', 'Comedy', 'Family', 'Mystery']",['Tony Cervone '],"['Will Forte', 'Mark Wahlberg', 'Jason Isaacs']"
proximity,"['Science Fiction', 'Drama']",['Eric Demeusy '],"['Ryan Masson', 'Highdee Kuan', 'Christian Prentice']"
blood and money,"['Thriller', 'Crime', 'Drama', 'Action']",['John Barr '],"['Tom Berenger', 'Kristen Hager', 'Mark Sivertsen']"
body cam,"['Horror', 'Thriller', 'Mystery']",['Malik Vitthal '],"['Mary J. Blige', 'Nat Wolff', 'David Zayas']"
the lovebirds,"['Comedy', 'Action', 'Romance']",['Michael Showalter '],"['Issa Rae', 'Kumail Nanjiani', 'Paul Sparks']"
inheritance,"['Drama', 'Mystery', 'Thriller']",['Vaughn Stein '],"['Lily Collins', 'Simon Pegg', 'Chace Crawford']"
survive the night,"['Action', 'Thriller']",['Matt Eskandari '],"['Bruce Willis', 'Chad Michael Murray']"
the wanting mare,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",['Nicholas Ashe Bateman '],['Josh Clark']
the high note,"['Romance', 'Comedy', 'Music', 'Drama']",['Nisha Ganatra '],"['Dakota Johnson', 'Tracee Ellis Ross', 'Kelvin Harrison Jr.']"
shirley,"['History', 'Drama']",['Josephine Decker '],"['Elisabeth Moss', 'Michael Stuhlbarg', 'Odessa Young']"
the last days of american crime,"['Action', 'Crime', 'Thriller']",['Olivier Megaton '],"['Édgar Ramírez', 'Anna Brewster', 'Michael Pitt']"
becky,"['Thriller', 'Horror', 'Action']",[' Cary Murnion '],"['Lulu Wilson', 'Kevin James', 'Joel McHale']"
mighty oak,"['Comedy', 'Drama']",['Sean McNamara '],"['Janel Parrish', 'Alexa PenaVega', 'Carlos PenaVega']"
think like a dog,"['Family', 'Comedy', 'Drama']",['Gil Junger '],"['Josh Duhamel', 'Megan Fox']"
da 5 bloods,"['War', 'Drama']",['Spike Lee '],"['Delroy Lindo', 'Jonathan Majors', 'Clarke Peters']"
artemis fowl,"['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']",['Kenneth Branagh '],"['Ferdia Shaw', 'Lara McDonnell', 'Josh Gad']"
the king of staten island,"['Comedy', 'Drama']",['Judd Apatow '],"['Pete Davidson', 'Marisa Tomei', 'Bill Burr']"
sniper: assassin's end,['Action'],['Kaare Andrews '],"['Chad Michael Collins', 'Tom Berenger', 'Sayaka Akimoto']"
you should have left,"['Horror', 'Thriller']",['David Koepp '],"['Kevin Bacon', 'Amanda Seyfried']"
wasp network,"['Drama', 'History', 'Thriller']",['Olivier Assayas '],"['Penélope Cruz', 'Édgar Ramírez', 'Gael García Bernal']"
feel the beat,"['Comedy', 'Music', 'Drama']",['Elissa Down '],"['Sofia Carson', 'Enrico Colantoni', 'Wolfgang Novogratz']"
7500,"['Drama', 'Thriller', 'Action']",['Patrick Vollrath '],['Joseph Gordon-Levitt']
athlete a,"['Drama', 'History']",[' Jon Shenk '],"['Bonni Cohen', 'Jon Shenk (director)']"
eurovision song contest: the story of fire saga,"['Comedy', 'Music']",['David Dobkin '],"['Will Ferrell', 'Rachel McAdams', 'Dan Stevens']"
irresistible,"['Comedy', 'Drama']",['Jon Stewart '],"['Steve Carell', 'Chris Cooper', 'Mackenzie Davis']"
my spy,"['Family', 'Action', 'Comedy']",['Peter Segal '],"['Dave Bautista', 'Chloe Coleman', 'Kristen Schaal']"
we bare bears: the movie,"['Animation', 'Adventure', 'Family', 'Comedy', 'TV Movie']",['Daniel Chong '],"['Eric Edelstein', 'Bobby Moynihan', 'Demetri Martin']"
concrete cowboy,"['Drama', 'Western']",['Ricky Staub '],"['Idris Elba', 'Caleb McLaughlin', 'Jharrel Jerome']"
the unholy,"['Horror', 'Mystery']",['Evan Spiliotopoulos '],"['Jeffrey Dean Morgan', 'Katie Aselton', 'William Sadler']"
every breath you take,"['Thriller', 'Mystery']",['Vaughn Stein '],"['Casey Affleck', 'Sam Claflin', 'Veronica Ferres']"
shiva baby,"['Comedy', 'Drama']",['Emma Seligman '],"['Rachel Sennott', 'Molly Gordon', 'Polly Draper']"
the girl who believes in miracles,"['Family', 'Drama']",['Richard Correll '],"['Mira Sorvino', 'Austyn Johnson', 'Kevin Sorbo']"
the believer,['Drama'],['Shan Serafin '],"['Aidan Bristow', 'Sophie Kargman', 'Susan Wilder']"
dawn of the beast,"['Horror', 'Mystery']",['Bruce Wemple '],"['Francesca Anderson', 'Adrián Burke', 'Chris Cimperman']"
voyagers,"['Science Fiction', 'Thriller']",['Neil Burger '],"['Tye Sheridan', 'Lily-Rose Depp', 'Fionn Whitehead']"
thunder force,"['Comedy', 'Action', 'Adventure', 'Science Fiction']",['Ben Falcone '],"['Melissa McCarthy', 'Octavia Spencer', 'Bobby Cannavale']"
arlo the alligator boy,"['Animation', 'Comedy', 'Family']",['Ryan Crego '],"['Michael J. Woodard', 'Mary Lambert', 'Haley Tju']"
monday,"['Drama', 'Romance']",['Argyris Papadimitropoulos '],"['Sebastian Stan', 'Denise Gough', 'Yorgos Pirpassopoulos']"
in the earth,"['Horror', 'Science Fiction', 'Thriller']",['Ben Wheatley '],"['Joel Fry', 'Reece Shearsmith', 'Hayley Squires']"
stowaway,"['Action', 'Mystery', 'Thriller']",['Joe Penna '],"['Anna Kendrick', 'Daniel Dae Kim', 'Shamier Anderson']"
mortal kombat,"['Action', 'Fantasy']",['Simon McQuoid '],"['Lewis Tan', 'Jessica McNamee', 'Josh Lawson']"
vanquish,"['Action', 'Adventure', 'Thriller']",['George Gallo '],"['Ruby Rose', 'Morgan Freeman']"
together together,"['Comedy', 'Drama', 'Romance']",['Nikole Beckwith '],"['Ed Helms', 'Patti Harrison', 'Tig Notaro']"
we broke up,"['Romance', 'Comedy']",['Jeff Rosenberg '],"['William Jackson Harper', 'Aya Cash']"
the deep ones,"['Horror', 'Science Fiction']",['Chad Ferrin '],"['Gina La Piana', 'Robert Miano', 'Johann Urb']"
things heard & seen,['Horror'],['Shari Springer Berman and Robert Pulcini '],"['Amanda Seyfried', 'James Norton', 'Natalia Dyer']"
the mitchells vs. the machines,"['Animation', 'Adventure', 'Comedy']",['Mike Rianda '],"['Abbi Jacobson', 'Danny McBride', 'Maya Rudolph']"
without remorse,"['Action', 'Thriller', 'War']",['Stefano Sollima '],"['Michael B. Jordan', 'Jamie Bell', 'Jodie Turner-Smith']"
the virtuoso,"['Thriller', 'Crime', 'Action']",['Nick Stagliano '],"['Anson Mount', 'Abbie Cornish', 'Eddie Marsan']"
four good days,['Drama'],['a '],"['Glenn Close', 'Mila Kunis', 'Stephen Root']"
separation,"['Horror', 'Mystery']",['William Brent Bell '],"['Rupert Friend', 'Mamie Gummer', 'Violet McGraw']"
the resort,['Horror'],['Taylor Chien '],"[""Brock O'Hurn"", 'Avery Pascual', 'Michael Vlamis']"
wrath of man,"['Crime', 'Action', 'Thriller']",['Guy Ritchie '],"['Jason Statham', 'Holt McCallany', 'Jeffrey Donovan']"
monster,"['Crime', 'Drama']",['Anthony Mandler '],"['Kelvin Harrison Jr.', 'Jennifer Ehle', 'Tim Blake Nelson']"
the paper tigers,"['Action', 'Comedy']",['Tran Quoc Bao '],"['Alain Uy', 'Ron Yuan', 'Mykel Shannon Jenkins']"
mainstream,"['Comedy', 'Drama']",['Gia Coppola '],"['Andrew Garfield', 'Maya Hawke', 'Nat Wolff']"
the water man,['Adventure'],['David Oyelowo '],"['David Oyelowo', 'Rosario Dawson', 'Lonnie Chavis']"
here today,"['Comedy', 'Drama']",['Billy Crystal '],"['Billy Crystal', 'Tiffany Haddish', 'Penn Badgley']"
above suspicion,"['Thriller', 'Crime', 'Action']",['Phillip Noyce '],"['Jack Huston', 'Emilia Clarke', 'Thora Birch']"
reboot camp,['Comedy'],['Ivo Raza '],"['David Koechner', 'Ed Begley Jr.', 'Chaz Bono']"
benny loves you,"['Horror', 'Comedy']",['Karl Holt '],"['Karl Holt', 'Claire Cartwright', 'David Wayman']"
oxygen,"['Crime', 'Drama', 'Mystery', 'Thriller']",['Alexandre Aja '],"['Mélanie Laurent', 'Mathieu Amalric', 'Malik Zidi']"
army of the dead,"['Action', 'Crime', 'Horror']",['Zack Snyder '],"['Dave Bautista', 'Ella Purnell', 'Omari Hardwick']"
those who wish me dead,"['Thriller', 'Action']",['Taylor Sheridan '],"['Angelina Jolie', 'Nicholas Hoult', 'Finn Little']"
the woman in the window,"['Crime', 'Mystery', 'Thriller']",['Joe Wright '],"['Amy Adams', 'Gary Oldman', 'Anthony Mackie']"
spiral,"['Horror', 'Mystery', 'Thriller']",['Darren Lynn Bousman '],"['Chris Rock', 'Max Minghella', 'Marisol Nichols']"
georgetown,"['Crime', 'Drama']",['Christoph Waltz '],"['Christoph Waltz', 'Vanessa Redgrave', 'Annette Bening']"
finding you,"['Romance', 'Drama']",['Brian Baugh '],"['Rose Reid', 'Jedidiah Goodacre', 'Katherine McNamara']"
the killing of two lovers,"['Drama', 'Thriller']",['Robert Machoian '],"['Clayne Crawford', 'Sepideh Moafi', 'Chris Coy']"
616 wilford lane,"['Horror', 'Action']",[' Dante Yore '],"['John Littlefield', 'Eric Roberts', 'Alyson Gorske']"
dream horse,"['Comedy', 'Drama']",['Euros Lyn '],"['Toni Collette', 'Damian Lewis', 'Owen Teale']"
aquarium of the dead,"['Horror', 'Action', 'Comedy']",['Glenn Miller '],"['Vivica A. Fox', 'Eva Ceja', 'D. C. Douglas']"
blast beat,['Drama'],['Esteban Arango '],"['Moisés Arias', 'Mateo Arias', 'Daniel Dae Kim']"
a quiet place part ii,"['Science Fiction', 'Thriller', 'Horror']",['John Krasinski '],"['Emily Blunt', 'Cillian Murphy', 'Millicent Simmonds']"
cruella,"['Comedy', 'Crime', 'Family', 'Adventure']",['Craig Gillespie '],"['Emma Stone', 'Emma Thompson', 'Joel Fry']"
plan b,"['Comedy', 'Romance']",['Natalie Morales '],"['Kuhoo Verma', 'Victoria Moroles']"
changing the game,['Documentary'],['Michael Barnett '],"['Mack Beggs', 'Sarah Rose Huckman', 'Terry Miller']"
spirit untamed,"['Animation', 'Adventure', 'Family', 'Western']",[' Ennio Torresan '],"['Isabela Merced', 'Marsai Martin', 'Mckenna Grace']"
the conjuring: the devil made me do it,"['Horror', 'Mystery', 'Thriller']",['Michael Chaves '],"['Patrick Wilson', 'Vera Farmiga', ""Ruairi O'Connor""]"
gully,"['Drama', 'Crime']",['Nabil Elderkin '],"['Jacob Latimore', 'Charlie Plummer', 'Jonathan Majors']"
flashback,['Thriller'],['Christopher MacBride '],"[""Dylan O'Brien"", 'Maika Monroe', 'Hannah Gross']"
under the stadium lights,['Drama'],['Todd Randall '],"['Milo Gibson', 'Laurence Fishburne', 'Glenn Morshower']"
grace and grit,"['Drama', 'Comedy', 'Romance']",['Sebastian Siegel '],"['Mena Suvari', 'Stuart Townsend', 'Frances Fisher']"
awake,"['Thriller', 'Crime', 'Mystery']",['Mark Raso '],"['Gina Rodriguez', 'Jennifer Jason Leigh', 'Barry Pepper']"
infinite,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",['Antoine Fuqua '],"['Mark Wahlberg', 'Chiwetel Ejiofor', 'Sophie Cookson']"
peter rabbit 2: the runaway,"['Family', 'Comedy', 'Adventure', 'Animation']",['Will Gluck '],"['James Corden', 'Rose Byrne', 'Domhnall Gleeson']"
in the heights,"['Drama', 'Romance']",[' Chu '],"['Anthony Ramos', 'Corey Hawkins', 'Leslie Grace']"
wish dragon,"['Animation', 'Family', 'Comedy', 'Fantasy']",['Chris Appelhans '],"['Jimmy Wong', 'John Cho', 'Constance Wu']"
the misfits,"['Action', 'Thriller']",['Renny Harlin '],"['Pierce Brosnan', 'Rami Jaber', 'Hermione Corfield']"
12 mighty orphans,"['History', 'Drama', 'Action']",['Ty Roberts '],"['Luke Wilson', 'Vinessa Shaw', 'Wayne Knight']"
the house next door: meet the blacks 2,['Comedy'],['Deon Taylor '],"['Mike Epps', 'Katt Williams', 'Bresha Webb']"
queen bees,"['Romance', 'Comedy']",['Michael Lembeck '],"['Ellen Burstyn', 'James Caan', 'Ann-Margret']"
domino: battle of the bones,['Comedy'],[' '],"['David Arquette', 'Snoop Dogg', 'Tom Lister Jr.']"
hitman's wife's bodyguard,"['Action', 'Comedy', 'Crime', 'Thriller']",['Patrick Hughes '],"['Ryan Reynolds', 'Samuel L. Jackson', 'Salma Hayek']"
luca,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",['Enrico Casarosa '],"['Jacob Tremblay', 'Jack Dylan Grazer', 'Emma Berman']"
fatherhood,"['Drama', 'Comedy']",['Paul Weitz '],"['Kevin Hart', 'Alfre Woodard', 'Lil Rel Howery']"
the birthday cake,"['Crime', 'Thriller']",['Jimmy Giannopoulos '],"['Shiloh Fernandez', 'Val Kilmer', 'Ewan McGregor']"
rita moreno: just a girl who decided to go for it,['Documentary'],['rez Riera '],"['Rita Moreno', 'Eva Longoria', 'George Chakiris']"
the sparks brothers,"['Documentary', 'Music', 'Comedy', 'History']",['Edgar Wright '],"['Ron Mael', 'Russell Mael']"
truman & tennessee: an intimate conversation,['Documentary'],['Lisa Immordino Vreeland '],"['Jim Parsons', 'Zachary Quinto']"
stalker,"['Thriller', 'Horror']",['Tyler Savage '],"['Christine Ko', 'Vincent van Horn', 'Michael Joplin']"
love spreads,"['Comedy', 'Drama', 'Music']",['Jamie Adams '],"['Alia Shawkat', 'Eiza González', 'Chanel Cresswell']"
a crime on the bayou,"['Documentary', 'Crime']",['Nancy Buirski '],"['Gary Duncan', 'Richard Sobol']"
good on paper,"['Comedy', 'Romance']",['Kimmy Gatewood '],"['Iliza Shlesinger', 'Ryan Hansen', 'Margaret Cho']"
f9,"['Action', 'Adventure', 'Crime']",['Justin Lin '],"['Vin Diesel', 'John Cena', 'Michelle Rodriguez']"
the ice road,"['Action', 'Thriller']",['Jonathan Hensleigh '],"['Liam Neeson', 'Benjamin Walker', 'Amber Midthunder']"
werewolves within,"['Horror', 'Comedy', 'Fantasy']",['Josh Ruben '],"['Sam Richardson', 'Milana Vayntrub', 'George Basil']"
false positive,"['Horror', 'Mystery', 'Thriller']",['John Lee '],"['Ilana Glazer', 'Justin Theroux', 'Sophia Bush']"
lansky,"['Crime', 'Drama', 'Thriller']",['Eytan Rockaway '],"['Harvey Keitel', 'Sam Worthington', 'AnnaSophia Robb']"
i carry you with me,['Drama'],['Heidi Ewing '],"['Armando Espitia', 'Christian Vázquez', 'Michelle Rodríguez']"
mary j. blige's my life,"['Documentary', 'Music']",['Vanessa Roth '],"['Mary J. Blige', 'Taraji P. Henson', 'Alicia Keys']"
fathom,"['Action', 'Comedy', 'Drama']",['Drew Xanthopoulos '],"['Michelle Fournet', 'Ellen Garland']"
rollers,['Comedy'],['Isaiah Smallman '],"['Johnny Ray Gill', 'Kate Cobb', 'Vicky Jeudy']"
america: the motion picture,"['Animation', 'Action', 'Comedy']",['Matt Thompson '],"['Channing Tatum', 'Jason Mantzoukas', 'Olivia Munn']"
zola,"['Comedy', 'Crime']",['Janicza Bravo '],"['Taylour Paige', 'Riley Keough', 'Nicholas Braun']"
morbius,"['Action', 'Science Fiction', 'Fantasy']",['Daniel Espinosa '],"['Jared Leto', 'Matt Smith', 'Adria Arjona']"
the bubble,['Comedy'],['Judd Apatow '],"['Karen Gillan', 'Iris Apatow', 'Vir Das']"
the contractor,"['Action', 'Thriller']",['Tarik Saleh '],"['Chris Pine', 'Ben Foster', 'Gillian Jacobs']"
better nate than ever,"['Music', 'Family', 'Comedy']",['Tim Federle '],"['Aria Brooks', 'Joshua Bassett', 'Michelle Federer']"
sonic the hedgehog 2,"['Action', 'Adventure', 'Family', 'Comedy']",['Jeff Fowler '],"['James Marsden', 'Ben Schwartz', 'Tika Sumpter']"
ambulance,"['Thriller', 'Action', 'Crime']",['Michael Bay '],"['Jake Gyllenhaal', 'Yahya Abdul-Mateen II', 'Eiza González']"
all the old knives,"['Thriller', 'Action']",['Janus Metz Pedersen '],"['Chris Pine', 'Thandiwe Newton', 'Laurence Fishburne']"
metal lords,"['Comedy', 'Drama', 'Music']",['Peter Sollett '],"['Jaeden Martell', 'Isis Hainsworth', 'Adrian Greensmith']"
father stu,['Drama'],['Rosalind Ross '],"['Mark Wahlberg', 'Mel Gibson', 'Jacki Weaver']"
fantastic beasts: the secrets of dumbledore,"['Fantasy', 'Adventure']",['David Yates '],"['Eddie Redmayne', 'Jude Law', 'Ezra Miller']"
dual,"['Science Fiction', 'Comedy', 'Drama']",['Riley Stearns '],"['Karen Gillan', 'Beulah Koale', 'Theo James']"
titanic 666,"['Mystery', 'Thriller', 'Horror']",['Nick Lyon '],"['Jamie Bamber', 'Keesha Sharp', 'AnnaLynne McCord']"
the bad guys,"['Family', 'Animation', 'Adventure', 'Comedy', 'Crime']",['Pierre Perifel '],"['Sam Rockwell', 'Marc Maron', 'Awkwafina']"
the unbearable weight of massive talent,"['Action', 'Comedy', 'Crime']",['Tom Gormican '],"['Nicolas Cage', 'Pedro Pascal', 'Sharon Horgan']"
the northman,"['Action', 'Adventure', 'Fantasy']",['Robert Eggers '],"['Alexander Skarsgård', 'Nicole Kidman', 'Claes Bang']"
polar bear,"['Animation', 'Family', 'Adventure', 'Comedy']",[' Jeff Wilson '],['Catherine Keener (narrator)']
the survivor,"['History', 'Action', 'Drama']",['Barry Levinson '],"['Ben Foster', 'Vicky Krieps', 'Billy Magnussen']"
memory,"['Action', 'Thriller', 'Crime']",['Martin Campbell '],"['Liam Neeson', 'Guy Pearce', 'Monica Bellucci']"
crush,"['Comedy', 'Romance']",['Sammi Cohen '],"['Rowan Blanchard', 'Auliʻi Cravalho', 'Isabella Ferreira']"
fortress: sniper's eye,"['Action', 'Thriller', 'Crime']",['Josh Sternfeld '],"['Jesse Metcalfe', 'Bruce Willis', 'Chad Michael Murray']"
corrective measures,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",['Reilly '],"['Bruce Willis', 'Michael Rooker']"
doctor strange in the multiverse of madness,"['Fantasy', 'Action', 'Adventure']",['Sam Raimi '],"['Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor']"
along for the ride,"['Romance', 'Drama']",['Sofia Alvarez '],"['Emma Pasarow', 'Belmont Cameli', 'Kate Bosworth']"
marmaduke,"['Family', 'Comedy']",[' '],"['Pete Davidson', 'J. K. Simmons', 'David Koechner']"
escape the field,"['Thriller', 'Horror']",['Emerson Moore '],"['Jordan Claire Robbins', 'Theo Rossi', 'Tahirah Sharif']"
operation mincemeat,"['War', 'History', 'Drama']",['John Madden '],"['Colin Firth', 'Matthew Macfadyen', 'Kelly Macdonald']"
senior year,['Comedy'],['Alex Hardcastle '],"['Rebel Wilson', 'Mary Holland', 'Sam Richardson']"
firestarter,"['Horror', 'Thriller', 'Science Fiction']",['Keith Thomas '],"['Zac Efron', 'Ryan Kiera Armstrong', 'Sydney Lemmon']"
sneakerella,"['Music', 'Comedy', 'Family']",['Elizabeth Allen Rosenbaum '],"['Chosen Jacobs', 'Lexi Underwood', 'Devyn Nekoda']"
on the count of three,"['Comedy', 'Drama']",['Jerrod Carmichael '],"['Jerrod Carmichael', 'Christopher Abbott', 'Tiffany Haddish']"
private property,"['Drama', 'Thriller']",['Chadd Harbold '],"['Ashley Benson', 'Shiloh Fernandez']"
family camp,"['Comedy', 'Family', 'Fantasy']",['Brian Cates '],"['Eddie James', 'Tommy Woodard', 'Leigh-Allyn Baker']"
montana story,"['Drama', 'Western']",[' David Siegel '],"['Haley Lu Richardson', 'Owen Teague', 'Gilbert Owuor']"
vendetta,"['Action', 'Crime']",['Jared Cohn '],"['Clive Standen', 'Theo Rossi', 'Mike Tyson']"
downton abbey: a new era,"['Drama', 'Romance', 'History', 'Mystery']",['Simon Curtis '],"['Hugh Bonneville', 'Jim Carter', 'Michelle Dockery']"
chip 'n dale: rescue rangers,"['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']",['Akiva Schaffer '],"['John Mulaney', 'Andy Samberg', 'KiKi Layne']"
good mourning,"['Comedy', 'Romance']",[' Mod Sun '],"['Machine Gun Kelly', 'Mod Sun. GaTa', 'Zach Villa']"
the valet,"['Comedy', 'Romance']",['Richard Wong '],"['Eugenio Derbez', 'Samara Weaving']"
emergency,['Drama'],['Carey Williams '],"['RJ Cyler', 'Donald Elise Watkins', 'Sebastian Chacon']"
top gun: maverick,"['Action', 'Drama']",['Joseph Kosinski '],"['Tom Cruise', 'Miles Teller', 'Jennifer Connelly']"
the bob's burgers movie,"['Animation', 'Adventure', 'Comedy']","['Loren Bouchard ', ' Bernard Derriman ']","['H. Jon Benjamin', 'Dan Mintz', 'Eugene Mirman']"
zero contact,"['Science Fiction', 'Thriller', 'Drama']",['Rick Dugdale '],"['Anthony Hopkins', 'Chris Brochu', 'Aleks Paunovic']"
a chiara,['Drama'],['Jonas Carpignano '],"['Swamy Rotolo', 'Claudio Rotolo', 'Grecia Rotolo']"
south park the streaming wars,"['Animation', 'Comedy', 'TV Movie']",['Trey Parker '],"['Trey Parker', 'Matt Stone', 'April Stewart']"
hollywood stargirl,"['Comedy', 'Romance', 'Music']",['Julia Hart '],"['Grace VanderWaal', 'Elijah Richardson', 'Tyrel Jackson Williams']"
benediction,"['Drama', 'History', 'War']",['Terence Davies '],"['Jack Lowden', 'Peter Capaldi', 'Simon Russell Beale']"
interceptor,"['Action', 'Thriller', 'Adventure']",['Matthew Reilly '],"['Elsa Pataky', 'Luke Bracey']"
fire island,"['Comedy', 'Romance']",['Andrew Ahn '],"['Joel Kim Booster', 'Bowen Yang', 'Conrad Ricamora']"
watcher,"['Horror', 'Mystery', 'Thriller']",['Chloe Okuno '],"['Maika Monroe', 'Karl Glusman', 'Burn Gorman']"
dashcam,"['Horror', 'Thriller']",['Rob Savage '],"['Annie Hardy', 'Amer Chadha-Patel', 'Angela Enahoro']"
white elephant,"['Action', 'Crime', 'Thriller']",[' Johnson '],"['Michael Rooker', 'Bruce Willis', 'Olga Kurylenko']"
hustle,"['Drama', 'Comedy']",['Jeremiah Zagar '],"['Adam Sandler', 'Queen Latifah', 'Juancho Hernangómez']"
jurassic world dominion,"['Adventure', 'Action', 'Science Fiction']",['Colin Trevorrow '],"['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern']"
jennifer lopez: halftime,"['Documentary', 'Music']",['Amanda Micheli '],['Jennifer Lopez']
terror on the prairie,"['Western', 'Action', 'Thriller']",['Michael Polish '],"['Gina Carano', 'Donald Cerrone', 'Tyler Fischer']"
father of the bride,"['Romance', 'Comedy', 'Drama']",['Gaz Alazraki '],"['Andy García', 'Gloria Estefan', 'Adria Arjona']"
lightyear,"['Animation', 'Science Fiction', 'Family', 'Adventure']",['Angus MacLane '],"['Chris Evans', 'Keke Palmer', 'Peter Sohn']"
spiderhead,"['Science Fiction', 'Thriller']",['Joseph Kosinski '],"['Chris Hemsworth', 'Miles Teller', 'Jurnee Smollett']"
jerry & marge go large,"['Comedy', 'Drama']",['David Frankel '],"['Bryan Cranston', 'Annette Bening']"
cha cha real smooth,"['Comedy', 'Drama', 'Romance']",['Cooper Raiff '],"['Dakota Johnson', 'Cooper Raiff', 'Raúl Castillo']"
mid-century,"['Horror', 'Thriller', 'Drama', 'Mystery']",['Hara '],"['Stephen Lang', 'Shane West', 'Bruce Dern']"
abandoned,"['Horror', 'Mystery', 'Thriller', 'Crime', 'Drama']",['Spencer Squire '],"['Emma Roberts', 'John Gallagher Jr.', 'Michael Shannon']"
beavis and butt-head do the universe,"['Animation', 'Comedy', 'Science Fiction']",[' Albert Calleros '],"['Mike Judge', 'Gary Cole', 'Nat Faxon']"
elvis,"['Drama', 'Music', 'History']",['Baz Luhrmann '],"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge']"
the black phone,"['Horror', 'Thriller']",['Scott Derrickson '],"['Ethan Hawke', 'Mason Thames', 'Madeleine McGraw']"
the man from toronto,"['Action', 'Adventure', 'Comedy']",['Patrick Hughes '],"['Kevin Hart', 'Woody Harrelson', 'Kaley Cuoco']"
the sea beast,"['Animation', 'Adventure', 'Action', 'Family', 'Fantasy']",['Chris Williams '],"['Karl Urban', 'Zaris-Angel Hator', 'Jared Harris']"
marcel the shell with shoes on,"['Animation', 'Comedy', 'Drama', 'Family']",['Dean Fleischer Camp '],"['Jenny Slate', 'Rosa Salazar', 'Thomas Mann']"
rise,['Drama'],['Akin Omotoso '],"['Uche Agada', 'Ral Agada', 'Jaden Osimuwa']"
press play,"['Music', 'Romance', 'Science Fiction']",['rkman '],"['Clara Rugaard', 'Lewis Pullman', 'Lyrica Okano']"
beauty,"['Romance', 'Drama', 'Music']",['Andrew Dosunmu '],"['Gracie Marie Bradley', 'Niecy Nash', 'Aleyse Shannon']"
miracle at manchester,['Family'],['Eddie McClintock '],"['Eddie McClintock', 'Dean Cain', 'Daniel Roebuck']"
the super mario bros. movie,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",[' Michael Jelenic '],"['Chris Pratt', 'Anya Taylor-Joy', 'Charlie Day']"
air,"['Drama', 'History']",['Ben Affleck '],"['Matt Damon', 'Ben Affleck', 'Jason Bateman']"
praise this,"['Music', 'Romance', 'Comedy']",['Tina Gordon Chism '],"['Chloe Bailey', 'Anjelika Washington', 'Philip Fornah']"
