Title,genres,director,actors
showing up,"['Comedy', 'Drama']",['Kelly Reichardt '],"['Michelle Williams', 'Hong Chau', 'Maryann Plunkett']"
paint,"['Comedy', 'Drama', 'Romance']",['Brit McAdams '],"['Owen Wilson', 'Michaela Watkins', 'Wendi McLendon-Covey']"
on a wing and a prayer,['Drama'],['Sean McNamara '],"['Dennis Quaid', 'Heather Graham', 'Jesse Metcalfe']"
chupa,"['Adventure', 'Fantasy', 'Family']",['n '],"['Demián Bichir', 'Christian Slater', 'Evan Whitten']"
how to blow up a pipeline,"['Crime', 'Drama', 'Thriller']",['Daniel Goldhaber '],"['Ariela Barer', 'Kristine Froseth', 'Lukas Gage']"
one true loves,"['Romance', 'Comedy', 'Drama']",['Andy Fickman '],"['Phillipa Soo', 'Simu Liu', 'Luke Bracey']"
beautiful disaster,"['Romance', 'Drama', 'Comedy']",['Roger Kumble '],"['Dylan Sprouse', 'Virginia Gardner', 'Austin North']"
renfield,"['Comedy', 'Horror']",['Chris McKay '],"['Nicholas Hoult', 'Nicolas Cage', 'Awkwafina']"
beau is afraid,"['Comedy', 'Adventure', 'Fantasy']",['Ari Aster '],"['Joaquin Phoenix', 'Patti LuPone', 'Nathan Lane']"
the pope's exorcist,"['Horror', 'Thriller']",['Julius Avery '],"['Russell Crowe', 'Alex Essoe', 'Daniel Zovatto']"
mafia mamma,"['Comedy', 'Crime', 'Action']",['Catherine Hardwicke '],"['Toni Collette', 'Monica Bellucci', 'Sophia Nomvete']"
sweetwater,"['Western', 'Thriller']",['Martin Guigui '],"['Everett Osborne', 'Cary Elwes', 'Jeremy Piven']"
nefarious,"['Horror', 'Thriller']",['Chuck Konzelman and Cary Solomon '],"['Sean Patrick Flanery', 'Jordan Belfi']"
rare objects,['Drama'],['Katie Holmes '],"['Julie Mayorga', 'Katie Holmes', 'Derek Luke']"
quasi,"['Comedy', 'Drama']",['Kevin Heffernan '],"['Jay Chandrasekhar', 'Kevin Heffernan', 'Steve Lemme']"
evil dead rise,"['Horror', 'Thriller']",['Lee Cronin '],"['Lily Sullivan', 'Alyssa Sutherland', 'Morgan Davies']"
guy ritchie's the covenant,"['War', 'Action', 'Thriller']",['Guy Ritchie '],"['Jake Gyllenhaal', 'Dar Salim', 'Antony Starr']"
ghosted,"['Action', 'Comedy', 'Romance']",['Dexter Fletcher '],"['Chris Evans', 'Ana de Armas', 'Adrien Brody']"
chevalier,"['Music', 'Drama', 'History']",['Stephen Williams '],"['Kelvin Harrison Jr.', 'Samara Weaving', 'Lucy Boynton']"
somewhere in queens,"['Comedy', 'Drama']",['Ray Romano '],"['Ray Romano', 'Laurie Metcalf', 'Jacob Ward']"
carmen,"['Music', 'Drama']",['Benjamin Millepied '],"['Melissa Barrera', 'Paul Mescal', 'Rossy de Palma']"
a tourist's guide to love,"['Romance', 'Comedy']",[' Tsuchida '],"['Rachael Leigh Cook', 'Scott Ly', 'Missi Pyle']"
the artifice girl,"['Science Fiction', 'Thriller', 'Mystery']",['Franklin Ritch '],"['Lance Henriksen', 'Sinda Nichols', 'David Girard']"
peter pan & wendy,"['Family', 'Fantasy', 'Action', 'Adventure']",['David Lowery '],"['Jude Law', 'Alexander Molony', 'Ever Anderson']"
"are you there god? it's me, margaret.","['Comedy', 'Drama']",['Kelly Fremon Craig '],"['Rachel McAdams', 'Abby Ryder Fortson', 'Elle Graham']"
big george foreman,"['History', 'Drama']",[' '],"['Khris Davis', 'Jasmine Mathews', 'John Magaro']"
sisu,"['Action', 'War', 'Adventure']",['Jalmari Helander '],"['Jorma Tommila', 'Aksel Hennie', 'Jack Doolan']"
clock,"['Horror', 'Thriller']",['Alexis Jacknow '],"['Dianna Agron', 'Jay Ali', 'Melora Hardin']"
guardians of the galaxy vol. 3,"['Science Fiction', 'Adventure', 'Action']",['James Gunn '],"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista']"
love again,"['Romance', 'Drama', 'Comedy']",[' Strouse '],"['Priyanka Chopra', 'Sam Heughan', 'Russell Tovey']"
one ranger,"['Action', 'Thriller']",[' Johnson '],"['Thomas Jane', 'John Malkovich', 'Dominique Tipper']"
book club: the next chapter,"['Comedy', 'Romance']",['Bill Holderman '],"['Diane Keaton', 'Jane Fonda', 'Candice Bergen']"
the mother,"['Action', 'Thriller']",['Niki Caro '],"['Jennifer Lopez', 'Joseph Fiennes', 'Lucy Paez']"
fool's paradise,['Comedy'],['Charlie Day '],"['Charlie Day', 'Ken Jeong', 'Kate Beckinsale']"
hypnotic,"['Mystery', 'Thriller', 'Science Fiction']",['Robert Rodriguez '],"['Ben Affleck', 'Alice Braga', 'William Fichtner']"
crater,"['Science Fiction', 'Action', 'Adventure', 'Family']",['Kyle Patrick Alvarez '],"['Isaiah Russell-Bailey', 'Mckenna Grace', 'Billy Barratt']"
knights of the zodiac,"['Fantasy', 'Action', 'Adventure']",['ski '],"['Mackenyu', 'Famke Janssen', 'Madison Iseman']"
mercy,"['Action', 'Mystery', 'Thriller']",['Tony Dean Smith '],"['Jonathan Rhys Meyers', 'Jon Voight', 'Leah Gibson']"
monica,['Drama'],['Andrea Pallaoro '],"['Trace Lysette', 'Patricia Clarkson', 'Emily Browning']"
the starling girl,['Drama'],['Laurel Parmet '],"['Eliza Scanlen', 'Lewis Pullman', 'Wrenn Schmidt']"
rally road racers,"['Animation', 'Family', 'Comedy']",['Ross Venokur '],"['Jimmy O. Yang', 'J. K. Simmons', 'Chloe Bennet']"
fast x,"['Action', 'Crime', 'Thriller']",['Louis Leterrier '],"['Vin Diesel', 'Michelle Rodriguez', 'Tyrese Gibson']"
white men can't jump,"['Comedy', 'Drama']",['Calmatic '],"['Sinqua Walls', 'Jack Harlow', 'Teyana Taylor']"
master gardener,"['Drama', 'Crime']",['Paul Schrader '],"['Joel Edgerton', 'Sigourney Weaver', 'Quintessa Swindell']"
sanctuary,"['Drama', 'Thriller']",['Zachary Wigon '],"['Margaret Qualley', 'Christopher Abbott']"
robots,"['Animation', 'Comedy', 'Family', 'Science Fiction']",[' Casper Christensen '],"['Shailene Woodley', 'Jack Whitehall']"
moon garden,"['Fantasy', 'Horror', 'Drama']",['Ryan Stevens Harris '],"['Augie Duke', 'Haven Lee Harris', 'Morgana Ignis']"
the little mermaid,"['Adventure', 'Family', 'Fantasy', 'Romance']",['Rob Marshall '],"['Halle Bailey', 'Jonah Hauer-King', 'Daveed Diggs']"
about my father,['Comedy'],['Laura Terruso '],"['Sebastian Maniscalco', 'Robert De Niro', 'Leslie Bibb']"
kandahar,"['Action', 'Thriller']",['Ric Roman Waugh '],"['Gerard Butler', 'Navid Negahban', 'Ali Fazal']"
the machine,"['Science Fiction', 'Thriller']",['Peter Atencio '],"['Bert Kreischer', 'Mark Hamill', 'Jimmy Tatro']"
you hurt my feelings,"['Comedy', 'Drama', 'Romance']",['Nicole Holofcener '],"['Julia Louis-Dreyfus', 'Tobias Menzies', 'Michaela Watkins']"
the wrath of becky,"['Action', 'Horror', 'Thriller']",[' Suzanne Coote '],"['Lulu Wilson', 'Seann William Scott']"
reality,"['Drama', 'Thriller']",['Tina Satter '],"['Sydney Sweeney', 'Marchánt Davis', 'Josh Hamilton']"
spider-man: across the spider-verse,"['Animation', 'Action', 'Adventure', 'Science Fiction']",[' Thompson '],"['Shameik Moore', 'Hailee Steinfeld', 'Brian Tyree Henry']"
the boogeyman,"['Horror', 'Thriller', 'Mystery']",['Rob Savage '],"['Sophie Thatcher', 'Chris Messina', 'Vivien Lyra Blair']"
past lives,"['Drama', 'Romance']",['Celine Song '],"['Greta Lee', 'Teo Yoo', 'John Magaro']"
shooting stars,"['Drama', 'History']",['Chris Robinson '],"['Mookie Cook', 'Caleb McLaughlin', 'Algee Smith']"
transformers: rise of the beasts,"['Science Fiction', 'Adventure', 'Action']",[' '],"['Anthony Ramos', 'Dominique Fishback', 'Luna Lauren Vélez']"
flamin' hot,"['Drama', 'History']",['Eva Longoria '],"['Jesse Garcia', 'Annie Gonzalez', 'Dennis Haysbert']"
dalíland,"['History', 'Drama']",['Mary Harron '],"['Ben Kingsley', 'Barbara Sukowa', 'Christopher Briney']"
jagged mind,['Horror'],['Kelley Kali '],"['Maisie Richardson-Sellers', 'Shannon Woodward']"
the flash,"['Adventure', 'Action', 'Science Fiction']",['Andy Muschietti '],"['Ezra Miller', 'Sasha Calle', 'Michael Shannon']"
elemental,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",['Peter Sohn '],"['Leah Lewis', 'Mamoudou Athie', 'Ronnie del Carmen']"
asteroid city,"['Comedy', 'Drama']",['Wes Anderson '],"['Jason Schwartzman', 'Scarlett Johansson', 'Tom Hanks']"
extraction 2,"['Action', 'Thriller']",['Sam Hargrave '],"['Chris Hemsworth', 'Golshifteh Farahani', 'Adam Bessa']"
the blackening,"['Horror', 'Comedy']",['Tim Story '],"['Grace Byers', 'Jermaine Fowler', 'Melvin Gregg']"
surrounded,"['Western', 'Action', 'Drama']",['Anthony Mandler '],"['Letitia Wright', 'Jamie Bell', 'Michael K. Williams']"
no hard feelings,"['Comedy', 'Romance']",['Gene Stupnitsky '],"['Jennifer Lawrence', 'Andrew Barth Feldman', 'Laura Benanti']"
the perfect find,"['Romance', 'Comedy']",['Numa Perrier '],"['Gabrielle Union', 'Keith Powers', 'Aisha Hinds']"
world's best,"['Music', 'Family', 'Comedy']",['Roshan Sethi '],"['Utkarsh Ambudkar', 'Manny Magnus', 'Punam Patel']"
god is a bullet,"['Thriller', 'Action', 'Crime']",['Nick Cassavetes '],"['Nikolaj Coster-Waldau', 'Jamie Foxx', 'Maika Monroe']"
wonderwell,"['Fantasy', 'Family', 'Drama']",['Vlad Marsavin '],"['Carrie Fisher', 'Rita Ora', 'Kiera Milward']"
indiana jones and the dial of destiny,"['Adventure', 'Action']",['James Mangold '],"['Harrison Ford', 'Phoebe Waller-Bridge', 'Antonio Banderas']"
"ruby gillman, teenage kraken","['Animation', 'Family', 'Fantasy', 'Comedy']",[' Faryn Pearl '],"['Lana Condor', 'Toni Collette', 'Annie Murphy']"
nimona,"['Adventure', 'Animation', 'Fantasy', 'Family', 'Action', 'Science Fiction']",['Nick Bruno and Troy Quane '],"['Chloë Grace Moretz', 'Riz Ahmed', 'Eugene Lee Yang']"
confidential informant,"['Thriller', 'Action', 'Mystery', 'Crime']",['Michael Oblowitz '],"['Mel Gibson', 'Kate Bosworth', 'Dominic Purcell']"
prisoner's daughter,"['Drama', 'Mystery', 'Thriller']",['Catherine Hardwicke '],"['Kate Beckinsale', 'Brian Cox', 'Christopher Convery']"
the unseen,"['Action', 'Horror', 'Science Fiction', 'Thriller']",['Vincent Shade '],"['R.J. Mitte', 'Christian Stolte', 'William Mark McCullough']"
música,"['Romance', 'Comedy', 'Music']",['Rudy Mancuso '],"['Rudy Mancuso', 'Camila Mendes', 'J.B. Smoove']"
the first omen,['Horror'],['Arkasha Stevenson '],"['Nell Tiger Free', 'Tawfeek Barhom', 'Sônia Braga']"
monkey man,"['Action', 'Thriller']",['Dev Patel '],"['Dev Patel', 'Sharlto Copley', 'Pitobash Tripathy']"
the greatest hits,"['Drama', 'Music', 'Romance']",['Ned Benson '],"['Lucy Boynton', 'Justin H. Min', 'David Corenswet']"
parachute,"['Drama', 'Romance']",['Brittany Snow '],"['Courtney Eaton', 'Thomas Mann', 'Scott Mescudi']"
strictly confidential,"['Mystery', 'Thriller']",['Damian Hurley '],"['Elizabeth Hurley', 'Georgia Lock', 'Lauren McQueen']"
a bit of light,['Drama'],['Stephen Moyer '],"['Anna Paquin', 'Ray Winstone', 'Pippa Bennett-Warner']"
the people's joker,"['Comedy', 'Fantasy']",['Vera Drew '],"['Vera Drew', 'Lynn Downey', 'Griffin Kramer']"
housekeeping for beginners,"['Comedy', 'Drama']",['Goran Stolevski '],"['Anamaria Marinca', 'Alina Șerban', 'Samson Selim']"
model house,"['Horror', 'Thriller']",['Derek Pike '],"['Scout Taylor-Compton', 'Ryan Merriman', 'Chris Zylka']"
civil war,"['War', 'Action', 'Drama']",['Alex Garland '],"['Kirsten Dunst', 'Wagner Moura', 'Cailee Spaeny']"
rebel moon – part two: the scargiver,"['Science Fiction', 'Action']",['Zack Snyder '],"['Sofia Boutella', 'Djimon Hounsou', 'Ed Skrein']"
damaged,"['Action', 'Drama', 'Thriller', 'Crime']",['Terry McDonough '],"['Samuel L. Jackson', 'Vincent Cassel', 'Gianni Capaldi']"
the absence of eden,"['Thriller', 'Drama', 'Romance']",['Marco Perego '],"['Zoe Saldaña', 'Garrett Hedlund', 'Adria Arjona']"
sasquatch sunset,"['Fantasy', 'Comedy']",[' David Zellner '],"['Riley Keough', 'Jesse Eisenberg']"
sweet dreams,"['Drama', 'Music', 'Romance']",['Lije Sarki '],"['Johnny Knoxville', 'Mo Amer', 'Theo Von']"
woody woodpecker goes to camp,"['Family', 'Comedy', 'Animation']",['Jon Rosenbaum '],"['Eric Bauza', 'Kevin Michael Richardson', 'Tom Kenny']"
"laroy, texas","['Crime', 'Comedy', 'Thriller']",['Shane Atkinson '],"['John Magaro', 'Steve Zahn', 'Megan Stevenson']"
the long game,"['Drama', 'Family']",['Julio Quintana '],"['Paco Farias', 'Jennifer C. Stetson (screenplay) Jay Hernandez', 'Julian Works']"
arcadian,"['Action', 'Horror', 'Thriller', 'Science Fiction']",['Ben Brewer '],"['Nicolas Cage', 'Jaeden Martell', 'Maxwell Jenkins']"
don't tell mom the babysitter's dead,"['Comedy', 'Family']",['Wade Allain-Marcus '],"['Simone Joy Jones', 'Nicole Richie', 'June Squibb']"
sting,['Horror'],['Kiah Roache-Turner '],"['Ryan Corr', 'Alyla Browne', 'Penelope Mitchell']"
hundreds of beavers,"['Comedy', 'Adventure', 'Action']",['Mike Cheslik '],"['Ryland Brickson Cole Tews', 'Olivia Graves', 'Wes Tank']"
abigail,"['Horror', 'Thriller']",[' Tyler Gillett '],"['Melissa Barrera', 'Dan Stevens', 'Kathryn Newton']"
the ministry of ungentlemanly warfare,"['Action', 'Comedy', 'War']",['Guy Ritchie '],"['Henry Cavill', 'Eiza González', 'Alan Ritchson']"
we grown now,['Drama'],['Minhal Baig '],"['Blake Cameron James', 'Gian Knight Ramirez', 'S. Epatha Merkerson']"
blood for dust,"['Action', 'Crime', 'Thriller']",['Rod Blackhurst '],"['Scoot McNairy', 'Kit Harington', 'Josh Lucas']"
stress positions,['Comedy'],['Theda Hammel '],"['John Early', 'Theda Hammel', 'Qaher Harhash']"
hard miles,['Drama'],[' Daniel Hanna '],"['Matthew Modine', 'Cynthia McWilliams', 'Jahking Guillory']"
hanky panky,"['Mystery', 'Action', 'Comedy', 'Crime']",[' Lindsey Haun '],"['Seth Green', 'Jacob DeMonte-Finn', 'Clare Grant']"
downtown owl,"['Comedy', 'Drama']",[' Lily Rabe '],"['Lily Rabe', 'Ed Harris', 'Vanessa Hudgens']"
challengers,"['Romance', 'Drama']",['Luca Guadagnino '],"['Zendaya', ""Josh O'Connor"", 'Mike Faist']"
boy kills world,"['Crime', 'Thriller', 'Action']",['Mortiz Mohr '],"['Bill Skarsgård', 'Jessica Rothe', 'Michelle Dockery']"
unsung hero,"['Drama', 'Music', 'Family']",[' Joel Smallbone '],"['Joel Smallbone', 'Daisy Betts', 'Kirrilee Berger']"
breathe,"['Action', 'Science Fiction', 'Mystery', 'Thriller']",['Stefon Bristol '],"['Jennifer Hudson', 'Milla Jovovich', 'Quvenzhané Wallis']"
humane,"['Thriller', 'Horror', 'Science Fiction']",['Caitlin Cronenberg '],"['Jay Baruchel', 'Emily Hampshire', 'Peter Gallagher']"
the feeling that the time for doing something has passed,['Comedy'],['Joanna Arnow '],"['Scott Cohen', 'Babak Tafti', 'Joanna Arnow']"
cash out,"['Action', 'Thriller']",['Ives '],"['John Travolta', 'Kristin Davis', 'Lukas Haas']"
bloodline killer,"['Horror', 'Thriller']",['Ante Novakovic '],"['Shawnee Smith', 'Taryn Manning', 'Drew Moerlein']"
the idea of you,"['Romance', 'Drama', 'Comedy']",['Michael Showalter '],"['Anne Hathaway', 'Nicholas Galitzine']"
turtles all the way down,"['Drama', 'Romance']",['Hannah Marks '],"['Isabela Merced', 'Cree Cicchino', 'Felix Mallard']"
the fall guy,"['Action', 'Comedy']",['David Leitch '],"['Ryan Gosling', 'Emily Blunt', 'Aaron Taylor-Johnson']"
tarot,['Horror'],[' Anna Halberg '],"['Harriet Slater', 'Adain Bradley', 'Avantika']"
unfrosted,"['Comedy', 'History']",['Jerry Seinfeld '],"['Jerry Seinfeld', 'Melissa McCarthy', 'Jim Gaffigan']"
i saw the tv glow,"['Drama', 'Horror']",['Jane Schoenbrun '],"['Justice Smith', 'Brigette Lundy-Paine', 'Helena Howard']"
wildcat,['Documentary'],['Ethan Hawke '],"['Maya Hawke', 'Rafael Casal', 'Philip Ettinger']"
prom dates,['Comedy'],[' Nguyen '],"['Kenny Ridwan', 'Julia Lester', 'Antonia Gentry']"
chief of station,"['Action', 'Thriller']",[' Johnson '],"['Aaron Eckhart', 'Olga Kurylenko', 'Alex Pettyfer']"
new life,"['Horror', 'Thriller', 'Mystery', 'Science Fiction']",['John Rosman '],"['Sonya Walger', 'Hayley Erin', 'Tony Amendola']"
lost soulz,"['Drama', 'Music']",['Katherine Propper '],"['Sauve Sidle', 'Alexander Brackney', 'Krystall Poppin']"
mother of the bride,"['Romance', 'Comedy']",['Mark Waters '],"['Brooke Shields', 'Miranda Cosgrove', 'Benjamin Bratt']"
kingdom of the planet of the apes,"['Science Fiction', 'Adventure', 'Action']",['Wes Ball '],"['Owen Teague', 'Freya Allan', 'Kevin Durand']"
poolman,"['Mystery', 'Comedy']",['Chris Pine '],"['Chris Pine', 'Annette Bening', 'DeWanda Wise']"
not another church movie,['Comedy'],"['James Michael Cummings ', ' Johnny Mack ']","['Kevin Daniels', 'Mickey Rourke', 'Vivica A. Fox']"
the last stop in yuma county,"['Crime', 'Thriller']",['Francis Galluppi '],"['Jim Cummings', 'Jocelin Donahue', 'Richard Brake']"
the image of you,['Thriller'],['Jeff Fisher '],"['Sasha Pieterse', 'Parker Young', 'Néstor Carbonell']"
gasoline rainbow,"['Drama', 'Adventure']",['Bill Ross IV and Turner Ross '],"['Tony Abuerto', 'Micah Bunch', 'Nichole Dukes']"
aggro dr1ft,"['Crime', 'Fantasy']",['Harmony Korine '],"['Jordi Mollà', 'Travis Scott']"
if,"['Comedy', 'Fantasy', 'Family']",['John Krasinski '],"['Cailey Fleming', 'Ryan Reynolds', 'John Krasinski']"
the strangers: chapter 1,"['Horror', 'Thriller']",['Renny Harlin '],"['Madelaine Petsch', 'Froy Gutierrez', 'Gabriel Basso']"
back to black,"['Music', 'History', 'Drama']",['Sam Taylor-Johnson '],"['Marisa Abela', ""Jack O'Connell"", 'Eddie Marsan']"
thelma the unicorn,"['Animation', 'Fantasy', 'Family']",[' Lynn Wang '],"['Brittany Howard', 'Will Forte', 'Jemaine Clement']"
babes,['Comedy'],['Pamela Adlon '],"['Ilana Glazer', 'Michelle Buteau', 'John Carroll Lynch']"
you can't run forever,['Thriller'],['Michelle Schumacher '],"['J. K. Simmons', 'Allen Leech', 'Fernanda Urrejola']"
the american,"['Crime', 'Drama', 'Thriller']",['James Napier Robertson '],"['Talia Ryder', 'Diane Kruger', 'Oleg Ivenko']"
darkness of man,['Action'],['James Cullen Bressack '],"['Jean-Claude Van Damme', 'Kristanna Loken', 'Emerson Min']"
dead wrong,"['Horror', 'Thriller']",['Rick Bieber '],"['Derek Smith', 'Katrina Bowden', 'Rob Schneider']"
the garfield movie,"['Animation', 'Comedy', 'Family', 'Adventure', 'Action']",['Mark Dindal '],"['Chris Pratt', 'Samuel L. Jackson', 'Hannah Waddingham']"
furiosa: a mad max saga,"['Action', 'Adventure', 'Science Fiction']",['George Miller '],"['Anya Taylor-Joy', 'Chris Hemsworth', 'Tom Burke']"
atlas,"['Science Fiction', 'Action']",['Brad Peyton '],"['Jennifer Lopez', 'Simu Liu', 'Sterling K. Brown']"
hit man,"['Comedy', 'Romance', 'Crime']",['Richard Linklater '],"['Glen Powell', 'Adria Arjona', 'Austin Amelio']"
sight,"['Drama', 'History']",['Andrew Hyatt '],"['Terry Chen', 'Greg Kinnear', 'Danni Wang']"
the keeper,"['Action', 'Thriller']",['Angus Benfield '],"['Angus Benfield', 'Haley Babula', 'Michael Maclane']"
the legend of catclaws mountain,"['Fantasy', 'Family']",['Ritchie Greer '],"['Hayden Hishaw', 'James Duval', 'Robert Davi']"
young woman and the sea,"['History', 'Drama']",['nning '],"['Daisy Ridley', 'Tilda Cobham-Hervey', 'Stephen Graham']"
ezra,"['Comedy', 'Drama']",['Tony Goldwyn '],"['Bobby Cannavale', 'Rose Byrne', 'Vera Farmiga']"
summer camp,['Comedy'],['Castille Landon '],"['Diane Keaton', 'Kathy Bates', 'Alfre Woodard']"
the young wife,['Drama'],['Tayarisha Poe '],"['Kiersey Clemons', 'Leon Bridges', 'Kelly Marie Tran']"
the great lillian hall,['Drama'],['Michael Cristofer '],"['Jessica Lange', 'Kathy Bates', 'Lily Rabe']"
shadow land,"['Thriller', 'Action']",['James Bamford '],"['Jon Voight', 'Marton Csokas', 'Rhona Mitra']"
backspot,['Drama'],[' Waterson '],"['Devery Jacobs', 'Evan Rachel Wood', 'Kudakwashe Rutendo']"
what you wish for,['Horror'],['Nicholas Tomnay '],"['Nick Stahl', 'Tamsin Topolski', 'Randy Vasquez']"
protocol-7,"['Drama', 'Thriller']",['Andrew Wakefield '],"['Rachel G. Whittle', 'Matthew Marsden', 'Josh Murray']"
deer camp '86,"['Horror', 'Comedy', 'Thriller', 'Fantasy']",[' Van Dyke Siboutszen '],"['Noah LaLonde', 'Jay J. Bidwell', 'Arthur Cartwright']"
boneyard,"['Action', 'Thriller']",['Asif Akbar '],"['Mel Gibson', 'Curtis Jackson', 'Brian Van Holt']"
am i ok?,"['Comedy', 'Romance', 'Drama']",[' Stephanie Allynne '],"['Dakota Johnson', 'Sonoya Mizuno', 'Jermaine Fowler']"
bad boys: ride or die,"['Action', 'Comedy']",['Adil and Bilall '],"['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens']"
the watchers,"['Horror', 'Mystery', 'Thriller']",['Ishana Night Shyamalan '],"['Dakota Fanning', 'Georgina Campbell', 'Olwen Fouéré']"
tuesday,"['Fantasy', 'Drama']",[' '],"['Julia Louis-Dreyfus', 'Lola Petticrew', 'Leah Harvey']"
longing,"['Comedy', 'Drama']",['Savi Gabizon '],"['Richard Gere', 'Diane Kruger', 'Suzanne Clément']"
late bloomers,"['Drama', 'Comedy', 'Romance']",['Lisa Steen '],"['Karen Gillan', 'Margaret Sophie Stein', 'Jermaine Fowler']"
trim season,"['Horror', 'Thriller']",['Ariel Vida '],"['Bethlehem Million', 'Alex Essoe', 'Ally Ioannides']"
life after fighting,"['Action', 'Drama', 'Thriller']",['Bren Foster '],"['Alex Faulkner', 'Luke Ford', 'Cassie Howarth']"
killer of men,['Thriller'],['Tzvi '],"['Jon Peterson', 'Stacie Brown', 'Paquito G. Myers']"
inside out 2,"['Animation', 'Family', 'Adventure', 'Comedy', 'Drama']",['Kelsey Mann '],"['Amy Poehler', 'Maya Hawke', 'Kensington Tallman']"
